,F1014anonym,F1014C1,F1014C2,F1014C3,F1014C4,F1014C5,F1014C6,F1014C7,F1014C8,F1014C9,F1014C10
29095,Nichts,,,,,,,,,,
29096,ich habe noch keinen Zuschuss erhalten und kann daher niemandem etwas empfehlNichts,,,,,,,,,,
29097,Förderung bekommt man nur bei Beauftragung eines Fachunternehmen in manchen BereichNichts Eigenleistung ist damit fast ausgeschlossNichts,unflexible Bedingungen,,,,,,,,,
29098,Nichts,Nichts,,,,,,,,,
29099,Nichts,,,,,,,,,,
29100,Nichts,,,,,,,,,,
29101,Nichts,Nichts,,,,,,,,,
29102,Nichts,,,,,,,,,,
29103,Nichts,,,,,,,,,,
29104,Nichts,,,,,,,,,,
29105,Nichts,,,,,,,,,,
29106,Nichts,,,,,,,,,,
29107,Nichts,,,,,,,,,,
29108,Nichts,,,,,,,,,,
29109,Nichts,Nichts,,,,,,,,,
29110,Nichts,Nichts,,,,,,,,,
29111,Nichts,,,,,,,,,,
29112,Nichts,Nichts,,,,,,,,,
29113,Nichts,,,,,,,,,,
29114,Nichts,Nichts,,,,,,,,,
29115,Nichts,,,,,,,,,,
29116,Nichts,,,,,,,,,,
29118,Nichts,,,,,,,,,,
29120,Nichts,,,,,,,,,,
29121,Nichts,,,,,,,,,,
29122,Nichts,,,,,,,,,,
29123,Nichts,,,,,,,,,,
29124,Nichts,,,,,,,,,,
29125,Nichts,,,,,,,,,,
29126,Nichts,Nichts,,,,,,,,,
29127,"Als Sparkassenkunde wird bei den meisten Programmen eine Landesbank zwischengeschaltNichtsAuch wenn der BGH dieses Verfahren der Wttbewerbsbenachteiligung abgesegnet hat, halte ich es weder für zeitgemäß noch notwendNichts",Abhängigkeit von der Bank,,,,,,,,,
29128,Nichts,Nichts,,,,,,,,,
29129,Nichts,,,,,,,,,,
29130,Nichts,,,,,,,,,,
29131,Nichts,,,,,,,,,,
29132,Nichts,,,,,,,,,,
29133,Nichts,,,,,,,,,,
29135,Nichts,,,,,,,,,,
29136,Nichts,,,,,,,,,,
29137,Nichts,Nichts,,,,,,,,,
29138,Nichts,,,,,,,,,,
29139,Nichts,Nichts,,,,,,,,,
29140,Nichts,,,,,,,,,,
29141,Nichts,,,,,,,,,,
29143,Nichts,Nichts,,,,,,,,,
29144,Nichts,,,,,,,,,,
29145,Nichts,,,,,,,,,,
29146,Nichts,,,,,,,,,,
29147,Nichts,Nichts,,,,,,,,,
29148,Zu kompliziert,Aufwändige Beantragung,,,,,,,,,
29149,Es fehlt eine Alternative dazu an öNichts Fördergelder zu kommen,Nichts,,,,,,,,,
29150,Nichts,,,,,,,,,,
29151,Nichts,,,,,,,,,,
29152,Nichts,,,,,,,,,,
29153,Nichts,,,,,,,,,,
29154,Nichts,,,,,,,,,,
29155,Nichts,,,,,,,,,,
29156,Nichts,,,,,,,,,,
29157,Nichts,,,,,,,,,,
29158,Nichts,,,,,,,,,,
29159,Nichts,,,,,,,,,,
29160,Nichts,,,,,,,,,,
29161,Nichts,Nichts,,,,,,,,,
29162,Nichts,,,,,,,,,,
29163,Nichts,,,,,,,,,,
29164,Nichts,Nichts,,,,,,,,,
29165,Zuschuß,Höhe des Zuschusses nicht ausreichend,,,,,,,,,
29166,Nichts,,,,,,,,,,
29167,Nichts,Nichts,,,,,,,,,
29168,Nichts,,,,,,,,,,
29169,Nichts,,,,,,,,,,
29170,Nichts,,,,,,,,,,
29171,Nichts,,,,,,,,,,
29172,Nichts,,,,,,,,,,
29173,Nichts,,,,,,,,,,
29174,Nichts,,,,,,,,,,
29175,Nichts,,,,,,,,,,
29176,Keine Bedenken für Weiterempfehlung,Nichts,,,,,,,,,
29177,Nichts,,,,,,,,,,
29178,Nichts,Nichts,,,,,,,,,
29179,Nichts,Nichts,,,,,,,,,
29180,Nichts,,,,,,,,,,
29182,Nichts,,,,,,,,,,
29183,Nichts,,,,,,,,,,
29184,-/-,,,,,,,,,,
29185,Nichts,,,,,,,,,,
29187,Nichts,,,,,,,,,,
29188,Nichts,,,,,,,,,,
29189,Nichts,Nichts,,,,,,,,,
29190,Nichts,,,,,,,,,,
29191,Nichts,Nichts,,,,,,,,,
29192,Nichts,,,,,,,,,,
29193,Nichts,,,,,,,,,,
29194,Nichts,,,,,,,,,,
29195,Nichts,,,,,,,,,,
29196,Ich würde Sie weiter empfehlen,Nichts,,,,,,,,,
29197,Nichts,,,,,,,,,,
29198,Nichts,,,,,,,,,,
29199,Nichts,Nichts,,,,,,,,,
29200,Nichts,Nichts,,,,,,,,,
29201,Nichts,,,,,,,,,,
29202,Nichts,Nichts,,,,,,,,,
29203,Nichts,,,,,,,,,,
29204,Nichts,,,,,,,,,,
29205,Nichts,,,,,,,,,,
29206,Nichts,Nichts,,,,,,,,,
29207,Nichts,,,,,,,,,,
29208,Nichts,,,,,,,,,,
29209,Nichts,,,,,,,,,,
29211,Nichts,,,,,,,,,,
29212,Nichts,,,,,,,,,,
29213,Nichts,,,,,,,,,,
29214,"Wenn man keinen Kredit, sondern einen Zuschuss möchNichts",Sonstiges,,,,,,,,,
29215,Keine Gründe,Nichts,,,,,,,,,
29218,Nichts,,,,,,,,,,
29219,Nichts,,,,,,,,,,
29221,Nichts,,,,,,,,,,
29222,Nichts,Nichts,,,,,,,,,
29223,Nichts,,,,,,,,,,
29224,Für ältere Leute ist es schwieriger,Online-Verfahren,,,,,,,,,
29226,Nichts,Nichts,,,,,,,,,
29227,Nichts,,,,,,,,,,
29228,Nichts,,,,,,,,,,
29229,Nichts,,,,,,,,,,
29230,Nichts,Nichts,,,,,,,,,
29231,Nichts,Nichts,,,,,,,,,
29232,Würde KfW auf jeden Fall weiterempfehlen,Nichts,,,,,,,,,
29233,Nichts,,,,,,,,,,
29235,Nichts,,,,,,,,,,
29236,Nichts,,,,,,,,,,
29237,Hängt immer von der persönlichen Situation ab NichtsB. Zuschuss oder Kredit) oder besser Steuerermässigung,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
29238,Nichts,Nichts,,,,,,,,,
29239,Nichts,Nichts,,,,,,,,,
29240,Nichts,Aufwändige Beantragung,Kosten-/Nutzenverhältnis,,,,,,,,
29241,Nichts,,,,,,,,,,
29242,Nichts,,,,,,,,,,
29243,Nichts,,,,,,,,,,
29244,Nichts,,,,,,,,,,
29245,Nichts,,,,,,,,,,
29246,Nichts,Online-Verfahren,,,,,,,,,
29248,Nichts,,,,,,,,,,
29249,Nichts,,,,,,,,,,
29250,Nichts,,,,,,,,,,
29251,Nichts,,,,,,,,,,
29252,Nichts,,,,,,,,,,
29253,Nichts,,,,,,,,,,
29254,Ich würde Die Kfw auf jedenfall weiterempfehlNichts,Nichts,,,,,,,,,
29255,Nichts,Nichts,,,,,,,,,
29256,Nichts,,,,,,,,,,
29257,Nichts,,,,,,,,,,
29258,Nichts,,,,,,,,,,
29259,"Der Onlinezugang ist einfach nur schrecklich instabil, was dann bei uns die Bearbeitung durch einen Bevollmächtigten zur Folge hatNichts",Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
29260,Nichts,,,,,,,,,,
29261,Nichts,,,,,,,,,,
29262,Nichts,,,,,,,,,,
29263,Nichts,,,,,,,,,,
29264,Nichts,Nichts,,,,,,,,,
29265,Nichts,,,,,,,,,,
29267,Nichts,,,,,,,,,,
29268,Nichts,Nichts,,,,,,,,,
29269,Nichts,,,,,,,,,,
29270,Nichts,,,,,,,,,,
29271,Nichts,,,,,,,,,,
29272,Nichts,,,,,,,,,,
29273,Nichts,Nichts,,,,,,,,,
29274,Nichts,,,,,,,,,,
29275,Nichts,Nichts,,,,,,,,,
29276,Nichts,,,,,,,,,,
29277,Nichts,,,,,,,,,,
29278,Nichts,Sonstiges,,,,,,,,,
29279,Nichts,,,,,,,,,,
29280,Nichts,,,,,,,,,,
29281,Nichts,Nichts,,,,,,,,,
29282,Nichts,,,,,,,,,,
29283,Nichts,,,,,,,,,,
29284,Nichts,Nichts,,,,,,,,,
29285,Nichts,,,,,,,,,,
29286,Nichts,,,,,,,,,,
29287,Nichts,,,,,,,,,,
29288,Nichts,,,,,,,,,,
29289,Nichts,,,,,,,,,,
29290,Nichts,Nichts,,,,,,,,,
29291,Nichts,,,,,,,,,,
29292,Nichts,Nichts,,,,,,,,,
29293,zu langsame Bearbeitung!,Lange Bearbeitungsdauer,,,,,,,,,
29294,Nichts,,,,,,,,,,
29295,Nichts,,,,,,,,,,
29296,Nichts,,,,,,,,,,
29297,Nichts,,,,,,,,,,
29298,Die Zufriedenheit,Nichts,,,,,,,,,
29299,Nichts,,,,,,,,,,
29300,Nichts,,,,,,,,,,
29301,Nichts,,,,,,,,,,
29303,Nichts,,,,,,,,,,
29304,Nichts,,,,,,,,,,
29305,Nichts,,,,,,,,,,
29306,Nichts,,,,,,,,,,
29307,Nichts,Nichts,,,,,,,,,
29308,Nichts,,,,,,,,,,
29309,Nichts,,,,,,,,,,
29310,Nichts,Nichts,,,,,,,,,
29311,Nichts,,,,,,,,,,
29312,Nichts,,,,,,,,,,
29313,Nichts,Nichts,,,,,,,,,
29314,Nichts,Nichts,,,,,,,,,
29315,Nichts,,,,,,,,,,
29317,Nichts,Nichts,,,,,,,,,
29319,Strikte Vorgaben (Bedingungen) zur Erlangung eines Zuschusses,unflexible Bedingungen,,,,,,,,,
29320,Nichts,,,,,,,,,,
29321,Nichts,,,,,,,,,,
29322,Nichts,,,,,,,,,,
29323,Nichts,,,,,,,,,,
29324,Der große Aufwand bei Wegs für kleine Summen,Aufwändige Beantragung,,,,,,,,,
29325,Nichts,,,,,,,,,,
29326,Nichts,,,,,,,,,,
29327,Nichts,,,,,,,,,,
29328,Nichts,Nichts,,,,,,,,,
29329,Nichts,Nichts,,,,,,,,,
29330,Nichts,Nichts,,,,,,,,,
29332,Nichts,,,,,,,,,,
29333,Nichts,Nichts,,,,,,,,,
29334,Nichts,,,,,,,,,,
29335,Nichts,,,,,,,,,,
29337,Nichts,Nichts,,,,,,,,,
29338,Nichts,,,,,,,,,,
29340,Nichts,Nichts,,,,,,,,,
29341,Nichts,,,,,,,,,,
29342,Nichts,,,,,,,,,,
29343,Nichts,,,,,,,,,,
29344,Nichts,Nichts,,,,,,,,,
29345,Nichts,,,,,,,,,,
29346,Nichts,Nichts,,,,,,,,,
29347,Nichts,Nichts,,,,,,,,,
29348,Nichts,,,,,,,,,,
29349,Nichts,,,,,,,,,,
29350,Nichts,,,,,,,,,,
29351,Nichts,,,,,,,,,,
29352,Nichts,,,,,,,,,,
29353,Nichts,,,,,,,,,,
29355,"Förderung ist immer gut, allerdings bin ich mir immer noch unsicher ob es eine bessere Alternative gegeben hätte, ob ich andere Daten oder Formulare hätte verwenden sollenNichtsNichts Seite aufrufen und Antrag stellen ist super einfach, zu beurteilen ob es noch eine bessere Förderung gegeben hättNichtsNichts. ????",Aufwändige Beantragung,,,,,,,,,
29357,Nichts,,,,,,,,,,
29358,Nichts,Aufwändige Beantragung,,,,,,,,,
29359,Nichts,,,,,,,,,,
29361,Nichts,,,,,,,,,,
29362,Nichts,Nichts,,,,,,,,,
29363,Nichts,,,,,,,,,,
29364,Diese Frage kann ich erst nach Abschluss des Zuschussesverfahrens beantwortNichts,,,,,,,,,,
29365,Nichts,,,,,,,,,,
29366,Nichts,,,,,,,,,,
29367,Nichts,,,,,,,,,,
29368,Nichts,Nichts,,,,,,,,,
29369,Nichts,,,,,,,,,,
29370,Nichts,,,,,,,,,,
29371,Nichts,Nichts,,,,,,,,,
29373,Nichts,,,,,,,,,,
29374,Nichts,Aufwändige Beantragung,,,,,,,,,
29375,Nichts,,,,,,,,,,
29376,Nichts,,,,,,,,,,
29378,Nichts,,,,,,,,,,
29379,Nichts,Nichts,,,,,,,,,
29380,Nichts,,,,,,,,,,
29381,Nichts,,,,,,,,,,
29382,Nichts,,,,,,,,,,
29383,Nichts,,,,,,,,,,
29384,Nichts,,,,,,,,,,
29385,Nichts,,,,,,,,,,
29386,Nichts,Nichts,,,,,,,,,
29388,Nichts,,,,,,,,,,
29389,Nichts,,,,,,,,,,
29390,Nichts,,,,,,,,,,
29391,Nichts,Nichts,,,,,,,,,
29392,Nichts,Nichts,,,,,,,,,
29393,Nichts,,,,,,,,,,
29394,Nichts,Nichts,,,,,,,,,
29395,Nichts,Sonstiges,,,,,,,,,
29396,Nichts,,,,,,,,,,
29398,Nichts,,,,,,,,,,
29399,Nichts,,,,,,,,,,
29400,Nichts,,,,,,,,,,
29401,Nichts,,,,,,,,,,
29402,Nichts,,,,,,,,,,
29403,Nichts,,,,,,,,,,
29404,Nichts,,,,,,,,,,
29405,Nichts,,,,,,,,,,
29407,Nichts,,,,,,,,,,
29408,Nichts,,,,,,,,,,
29409,Nichts,,,,,,,,,,
29410,Nichts,,,,,,,,,,
29411,Nichts,Nichts,,,,,,,,,
29412,Nichts,,,,,,,,,,
29413,Nichts,,,,,,,,,,
29414,Nichts,,,,,,,,,,
29415,Nichts,,,,,,,,,,
29416,Nichts,Nichts,,,,,,,,,
29417,Nichts,,,,,,,,,,
29418,Nichts,Nichts,,,,,,,,,
29419,Nichts,,,,,,,,,,
29420,schnell kompetent,Nichts,,,,,,,,,
29421,Nichts,,,,,,,,,,
29422,Nichts,,,,,,,,,,
29423,Nichts,,,,,,,,,,
29424,Nichts,,,,,,,,,,
29425,Nichts,,,,,,,,,,
29426,Nichts,,,,,,,,,,
29427,Nichts,,,,,,,,,,
29428,Nichts,,,,,,,,,,
29429,Nichts,,,,,,,,,,
29430,Nichts,,,,,,,,,,
29431,Nichts,,,,,,,,,,
29432,Nichts,,,,,,,,,,
29433,Nichts,Nichts,,,,,,,,,
29434,Nichts,,,,,,,,,,
29436,Nichts,,,,,,,,,,
29437,Nichts,,,,,,,,,,
29438,Nicjts,Nichts,,,,,,,,,
29439,Keine,Nichts,,,,,,,,,
29440,Nichts,,,,,,,,,,
29441,Nichts,,,,,,,,,,
29442,Nichts,,,,,,,,,,
29443,Nichts,,,,,,,,,,
29444,Nichts,,,,,,,,,,
29445,Nichts,Nichts,,,,,,,,,
29446,Nichts,Nichts,,,,,,,,,
29447,Nichts,,,,,,,,,,
29448,Nichts,Unklare Entscheidungsverfahren,,,,,,,,,
29449,Auf Auflagen und undurchsichtigkeit des AngeboNichts,Kosten-/Nutzenverhältnis,,,,,,,,,
29450,Nichts,,,,,,,,,,
29451,Nichts,Nichts,,,,,,,,,
29452,Nichts,Nichts,,,,,,,,,
29453,Nichts,Nichts,,,,,,,,,
29454,Nichts,,,,,,,,,,
29455,Nichts,,,,,,,,,,
29456,Nichts,Nichts,,,,,,,,,
29457,Nichts,Nichts,,,,,,,,,
29458,Das Hochladesystem für Dokumente,Online-Verfahren,,,,,,,,,
29459,Nichts,,,,,,,,,,
29460,Es ist sehr gut das es so was gibt,Nichts,,,,,,,,,
29461,Nichts,,,,,,,,,,
29463,Nichts,,,,,,,,,,
29464,Es wäre schön wenn man bei Fragen während der Antragstellung Kontaktdaten wie eine Hotline zur Verfügung gestellt bekommen würde um dort nachfragen zu könnNichts,Aufwändige Beantragung,,,,,,,,,
29465,Nichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
29466,Nichts,,,,,,,,,,
29467,Nichts,,,,,,,,,,
29468,Nichts,Nichts,,,,,,,,,
29469,Ich würde weiter empfehlNichts..,Nichts,,,,,,,,,
29470,CO2- Einsparung inNichts der Herstellungskosten eines Produktes fragliNichts,Sonstiges,,,,,,,,,
29471,Nichts,Nichts,,,,,,,,,
29472,Nichts,,,,,,,,,,
29473,Nichts,,,,,,,,,,
29474,Nichts,,,,,,,,,,
29475,Nichts,,,,,,,,,,
29476,Nichts,,,,,,,,,,
29477,Nichts,Nichts,,,,,,,,,
29478,Nichts,,,,,,,,,,
29479,Nichts,,,,,,,,,,
29480,Nichts,,,,,,,,,,
29481,Nichts,,,,,,,,,,
29482,Nichts,Nichts,,,,,,,,,
29483,Nichts,Nichts,,,,,,,,,
29484,Nichts,,,,,,,,,,
29485,Nichts,,,,,,,,,,
29486,Nichts,,,,,,,,,,
29488,Nichts,Nichts,,,,,,,,,
29490,Nichts,,,,,,,,,,
29491,Zum Teil die Anforderungen bei Maßnahmen zur GebaüdedämmuNichts,unflexible Bedingungen,,,,,,,,,
29492,Nichts,,,,,,,,,,
29493,Nichts,Nichts,,,,,,,,,
29494,Nichts,,,,,,,,,,
29495,Nichts,,,,,,,,,,
29496,Nichts,,,,,,,,,,
29497,Nichts,,,,,,,,,,
29498,Nichts,,,,,,,,,,
29499,Nichts,Aufwändige Beantragung,,,,,,,,,
29501,Nichts,,,,,,,,,,
29502,Nichts,,,,,,,,,,
29504,Nichts,Nichts,,,,,,,,,
29505,Überfordertes Personal und schleppende Bearbeitung,Lange Bearbeitungsdauer,,,,,,,,,
29506,Nichts,,,,,,,,,,
29507,Nichts,Nichts,,,,,,,,,
29508,Kein Grund,Nichts,,,,,,,,,
29509,Nichts,,,,,,,,,,
29510,Nichts,,,,,,,,,,
29511,Nichts,,,,,,,,,,
29513,Nichts,,,,,,,,,,
29514,Nichts,,,,,,,,,,
29515,Nichts,,,,,,,,,,
29517,Nichts,,,,,,,,,,
29518,Nichts,,,,,,,,,,
29519,Nichts,,,,,,,,,,
29520,Nichts,,,,,,,,,,
29521,Nichts,,,,,,,,,,
29522,Nichts,,,,,,,,,,
29523,Nichts,,,,,,,,,,
29524,Nichts,Nichts,,,,,,,,,
29525,Nichts,,,,,,,,,,
29526,Nichts,,,,,,,,,,
29527,Nichts,,,,,,,,,,
29529,Nichts,Lange Bearbeitungsdauer,,,,,,,,,
29530,Nichts,,,,,,,,,,
29531,Bei der Online-Identifizierung waren zwei von drei Berater/innen respektlos und ungeduldNichts,Online-Verfahren,,,,,,,,,
29533,Nichts,,,,,,,,,,
29534,Nichts,,,,,,,,,,
29535,Nichts,,,,,,,,,,
29536,Nichts,,,,,,,,,,
29537,Nichts,,,,,,,,,,
29538,Nichts,,,,,,,,,,
29539,Nichts,,,,,,,,,,
29540,Nichts,,,,,,,,,,
29542,Nichts,,,,,,,,,,
29543,Nichts,,,,,,,,,,
29544,"Da das Antragsverfahren noch läuft, kann ich noch keine abschließende Aussage hierzu treffNichts",,,,,,,,,,
29545,Nichts,Nichts,,,,,,,,,
29546,Nichts,,,,,,,,,,
29547,Nichts,,,,,,,,,,
29548,Nichts,,,,,,,,,,
29549,Nichts,,,,,,,,,,
29551,Nichts,,,,,,,,,,
29552,Nichts,Nichts,,,,,,,,,
29553,Nichts,,,,,,,,,,
29554,die Bearbeitungszeit,Lange Bearbeitungsdauer,,,,,,,,,
29555,Nichts,Nichts,,,,,,,,,
29556,"Die OnlinebeantraguNichts Aber es gibt ja Geld, da geht man das Risiko wohl ein alle wichtigsten Dokumente online zu stellNichts..",Online-Verfahren,,,,,,,,,
29557,Die Konditionen,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
29558,Nichts,,,,,,,,,,
29559,Nichts,Nichts,,,,,,,,,
29560,Nichts,,,,,,,,,,
29561,Nichts,,,,,,,,,,
29563,Nichts,,,,,,,,,,
29564,Nichts,,,,,,,,,,
29565,Nichts,,,,,,,,,,
29566,Nichts,,,,,,,,,,
29567,Nichts,Nichts,,,,,,,,,
29568,Nichts,,,,,,,,,,
29569,Nichts,,,,,,,,,,
29570,Nichts,Nichts,,,,,,,,,
29571,Nichts,,,,,,,,,,
29572,Nichts,,,,,,,,,,
29573,Nichts,,,,,,,,,,
29574,Nichts,Nichts,,,,,,,,,
29575,Nichts,,,,,,,,,,
29576,Nichts,,,,,,,,,,
29577,"Das rumgehampel, keiner kann vernünftig eine Auskunft gebNichts keiner hat einen Arsch in der Hose um auch mal klar zu sagen so ist Nichts",Aufwändige Beantragung,,,,,,,,,
29578,Keine Sondertilgung möglich,Sondertilgungen nicht möglich,,,,,,,,,
29579,"Bedingungen für Förderung ändern sich laufeNichts Am Ende Unsicherheit, ob man das richtige Produkt gewählt hNichts",spontane Änderung der Förderungs- bzw. Vertragsbedingungen,,,,,,,,,
29580,"Die Schwierigkeit, einen Energieberater zu finden",Aufwändige Beantragung,,,,,,,,,
29581,Nichts,Nichts,,,,,,,,,
29582,Nichts,Nichts,,,,,,,,,
29583,Nichts,,,,,,,,,,
29584,"zusatzkosten durch Hilfe, hoher Aufwand, unübersichtlich,",Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,Aufwändige Beantragung,,,,,,,,
29586,Nichts,,,,,,,,,,
29587,Nichts,,,,,,,,,,
29588,Nichts,,,,,,,,,,
29589,Nichts,,,,,,,,,,
29590,Nichts,,,,,,,,,,
29591,Nichts,,,,,,,,,,
29592,Nichts,,,,,,,,,,
29593,Nichts,,,,,,,,,,
29594,Nichts,Nichts,,,,,,,,,
29595,Nichts,,,,,,,,,,
29596,Förderprogramm läuft aNichts,Fördermittel (zu schnell) aufgebraucht,,,,,,,,,
29597,Nichts,Aufwändige Beantragung,,,,,,,,,
29598,Nichts,,,,,,,,,,
29599,Nichts,,,,,,,,,,
29600,Förderbedingungen,unflexible Bedingungen,,,,,,,,,
29601,"Die Anforderungen des Gebäudeenergieberaters sind, aus nachvollziehbaren Gründen, strikt und eng gefasNichts In Zeiten schwieriger oder unmöglicher Beschaffbarkeit der geforderten Materialien sowie explodierender Kosten ist leider KEINE Flexibilität gegebNichts Nichtsh., entweder, der BauHerr die Förderung, oder er hat einen Baustopp, oder er muss sich deutlich höher verschuldNichts",Kosten für Energieberater,,,,,,,,,
29602,Nichts,,,,,,,,,,
29603,Nichts,Nichts,,,,,,,,,
29604,Nichts,Nichts,,,,,,,,,
29605,Nichts,,,,,,,,,,
29606,Nichts,unflexible Bedingungen,,,,,,,,,
29607,Nichts,,,,,,,,,,
29608,Nichts,,,,,,,,,,
29609,Nichts,,,,,,,,,,
29610,Nichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
29611,Aufwand und Vorschriften,Aufwändige Beantragung,unflexible Bedingungen,,,,,,,,
29612,Nichts,,,,,,,,,,
29613,Nichts,,,,,,,,,,
29614,Nichts,,,,,,,,,,
29615,Nichts,Nichts,,,,,,,,,
29616,Nichts,Nichts,,,,,,,,,
29617,Nichts,,,,,,,,,,
29618,Nichts,,,,,,,,,,
29619,Nichts,,,,,,,,,,
29620,Nichts,,,,,,,,,,
29621,Die Voraussetzungen bNichts Einstellung muss gegeben sein,Aufwändige Beantragung,,,,,,,,,
29622,Nichts,,,,,,,,,,
29623,Nichts,,,,,,,,,,
29624,Nichts,,,,,,,,,,
29625,Nichts,,,,,,,,,,
29626,Nichts,,,,,,,,,,
29627,"Zins, wenn es keinen Tilgungszuschuss gibt",Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
29628,Nichts,,,,,,,,,,
29629,Nichts,,,,,,,,,,
29630,Nichts,,,,,,,,,,
29631,Nichts,,,,,,,,,,
29632,"Zins uninteressant, Kostenaufwand für Gebäude in Zusammenschaum mit der Förderung viel zu hoch",Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
29633,Nichts,,,,,,,,,,
29634,-> Zinssätze sehr hoNichts Fast besser Kredit bei Hausbank abzuschließen,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
29635,Nichts,Nichts,,,,,,,,,
29636,Nichts,,,,,,,,,,
29637,Extrem undurchsichtiger Förderkriterien und ProgramNichts Entweder man opfert sein halbes Leben um sich in die Programme einzuarbeitNichtsNichts oder man verzichtet dankeNichts Dann ist es so wie mit vielen Fördergeldern - es bekommen die die es sich leisten (können) sich intensiv mit dem Antragswirrwahr rumzuschlagNichtsNichtsso hält man sich die kleingeister vom HalNichts..,Aufwändige Beantragung,,,,,,,,,
29638,Nichts,,,,,,,,,,
29639,Nichts,,,,,,,,,,
29640,Nichts,,,,,,,,,,
29641,Nichts,Nichts,,,,,,,,,
29642,Nichts,,,,,,,,,,
29643,Nichts,,,,,,,,,,
29644,Nichts,,,,,,,,,,
29645,Nichts,,,,,,,,,,
29646,"Antragsverfahren sehr kompliziert und bürokratisch, unübersichtlicher Dschungel mit sich ständig ändernden Vorgaben und NebenbedingungNichts Für uns als Laien war es nur mit der Hilfe unserer Bank- und Energieberater zu bewältigNichts",Aufwändige Beantragung,,,,,,,,,
29647,Nichts,,,,,,,,,,
29648,Umfangreiches Antragsverfahren und Laufzeiten,Aufwändige Beantragung,,,,,,,,,
29649,Nichts,Nichts,,,,,,,,,
29650,Nichts,,,,,,,,,,
29651,Nichts,Nichts,,,,,,,,,
29652,Nichts,,,,,,,,,,
29653,"Keine Sonderzahlungen möglich, Tilgungsrate über gesamte Laufzeit gebunden",Sondertilgungen nicht möglich,unflexible Bedingungen,,,,,,,,
29654,Nichts,,,,,,,,,,
29655,"Manche Vorgaben sind zu restriktiv,Nichts B: Altersgerechter Badezimmerumbau",unflexible Bedingungen,,,,,,,,,
29656,Nichts,,,,,,,,,,
29657,Nichts,Nichts,,,,,,,,,
29658,Nichts,Nichts,,,,,,,,,
29659,Unterstützung der Hausbank ist unterirdisch und wurde abgelehNichts Die Postbank hat dies bereits zum zweiten mal gemacNichts  Was nützt mir das Angebot der kfw wenn die Bank es einem zynisch und frech formuliert verweigern?,Abhängigkeit von der Bank,,,,,,,,,
29660,Nichts,,,,,,,,,,
29661,Nichts,,,,,,,,,,
29662,Nichts,,,,,,,,,,
29663,keine Sondertilgung möglich,Sondertilgungen nicht möglich,,,,,,,,,
29664,Nichts,Nichts,,,,,,,,,
29665,Für kurzfristige Projekte nur bedingt zu empfehlen da die Beantragung über die Hausbank sehr müßig und bürokratisch iNichts,Abhängigkeit von der Bank,,,,,,,,,
29666,Nichts,,,,,,,,,,
29667,Nichts,,,,,,,,,,
29668,Nichts,,,,,,,,,,
29669,Nichts,Kosten-/Nutzenverhältnis,,,,,,,,,
29670,Höhe der Zinsen da meistens Hausbank günstiger,Der derzeit niedrige Zinssatz,,,,,,,,,
29671,Nichts,,,,,,,,,,
29672,Nichts,,,,,,,,,,
29673,Nichts,Nichts,,,,,,,,,
29674,Nichts,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
29675,Nichts,,,,,,,,,,
29676,Nichts,,,,,,,,,,
29677,Nichts,,,,,,,,,,
29678,Nichts,,,,,,,,,,
29679,Nichts,,,,,,,,,,
29680,Nichts,Abhängigkeit von der Bank,,,,,,,,,
29681,Nichts,,,,,,,,,,
29682,Nichts,,,,,,,,,,
29683,Nichts,,,,,,,,,,
29684,Nichts,Nichts,,,,,,,,,
29685,Sondertilgungsrechte,Sondertilgungen nicht möglich,,,,,,,,,
29686,Nichts,Nichts,,,,,,,,,
29687,Nichts,,,,,,,,,,
29688,Nichts,,,,,,,,,,
29689,Nichts,,,,,,,,,,
29690,Nichts,unflexible Bedingungen,,,,,,,,,
29691,Nichts,,,,,,,,,,
29692,Bereits beantwortet,,,,,,,,,,
29693,Nichts,Nichts,,,,,,,,,
29694,Nichts,Nichts,,,,,,,,,
29695,Nichts,,,,,,,,,,
29696,Der langwierige und komplizierte Prozess über die Hausbank,Abhängigkeit von der Bank,,,,,,,,,
29697,Nichts,Nichts,,,,,,,,,
29698,Nichts,,,,,,,,,,
29699,Nichts,Nichts,,,,,,,,,
29700,Nichts,,,,,,,,,,
29701,Nichts,,,,,,,,,,
29702,Nichts,,,,,,,,,,
29703,Nichts,Nichts,,,,,,,,,
29704,Nichts,,,,,,,,,,
29705,Nichts,,,,,,,,,,
29706,Nichts,,,,,,,,,,
29707,"Unflexibel Konditionen bzNichts Rückzahlung von Krediten,NichtsB. keine Sondertilgungen",unflexible Bedingungen,,,,,,,,,
29708,Nichts,,,,,,,,,,
29709,Nichts,,,,,,,,,,
29710,Nichts,Nichts,,,,,,,,,
